date,time,Lift Fork Goal(mm),Current Height(mm),other info,action end state
W0116,15:11:57.808573,450,1992,," Lift Fork Action Succeeded !
"
W0116,15:12:54.319779,2000,437,," Lift Fork Action Succeeded !
"
W0116,15:13:00.336258,450,1990,," Lift Fork Action Succeeded !
"
W0116,15:13:59.276651,2000,445,," Lift Fork Action Succeeded !
"
W0116,15:14:05.239444,450,1991,," Lift Fork Action Succeeded !
"
W0116,15:15:02.077492,2000,441,," Lift Fork Action Succeeded !
"
W0116,15:15:08.070324,450,1988,," Lift Fork Action Succeeded !
"
W0116,15:16:07.788355,2000,435," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.51 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,15:22:20.128504,2000,488,," Lift Fork Action Succeeded !
"
W0116,15:22:25.908982,450,1995," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 434.095 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,15:24:59.805989,2000,430,," Lift Fork Action Succeeded !
"
W0116,15:25:05.761744,450,1991,," Lift Fork Action Succeeded !
"
W0116,15:26:02.226270,2000,450,," Lift Fork Action Succeeded !
"
W0116,15:26:08.127477,450,1990,," Lift Fork Action Succeeded !
"
W0116,15:27:07.403483,2000,446,," Lift Fork Action Succeeded !
"
W0116,15:27:13.276815,450,1999,," Lift Fork Action Succeeded !
"
W0116,15:28:09.867323,2000,442,," Lift Fork Action Succeeded !
"
W0116,15:28:15.797143,450,1992,," Lift Fork Action Succeeded !
"
W0116,15:29:15.207226,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:29:21.109310,450,1998,," Lift Fork Action Succeeded !
"
W0116,15:30:17.570186,2000,438,," Lift Fork Action Succeeded !
"
W0116,15:30:23.466939,450,1998,," Lift Fork Action Succeeded !
"
W0116,15:31:22.612834,2000,443,," Lift Fork Action Succeeded !
"
W0116,15:31:28.544648,450,1992,," Lift Fork Action Succeeded !
"
W0116,15:32:25.355360,2000,441,," Lift Fork Action Succeeded !
"
W0116,15:32:31.313779,450,1997,," Lift Fork Action Succeeded !
"
W0116,15:33:30.339248,2000,442,," Lift Fork Action Succeeded !
"
W0116,15:33:36.263844,450,1994,," Lift Fork Action Succeeded !
"
W0116,15:34:32.654141,2000,443,," Lift Fork Action Succeeded !
"
W0116,15:34:38.617233,450,1995,," Lift Fork Action Succeeded !
"
W0116,15:35:37.710350,2000,443,," Lift Fork Action Succeeded !
"
W0116,15:35:43.643795,450,1998,," Lift Fork Action Succeeded !
"
W0116,15:36:40.247879,2000,441,," Lift Fork Action Succeeded !
"
W0116,15:36:46.179876,450,1999,," Lift Fork Action Succeeded !
"
W0116,15:37:45.149367,2000,447,," Lift Fork Action Succeeded !
"
W0116,15:37:51.075722,450,1999,," Lift Fork Action Succeeded !
"
W0116,15:38:47.673367,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:38:53.629046,450,1995,," Lift Fork Action Succeeded !
"
W0116,15:39:53.355363,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:39:59.341744,450,1991,," Lift Fork Action Succeeded !
"
W0116,15:40:55.961447,2000,437,," Lift Fork Action Succeeded !
"
W0116,15:41:01.985625,450,1991,," Lift Fork Action Succeeded !
"
W0116,15:42:01.166977,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:42:07.123855,450,1996,," Lift Fork Action Succeeded !
"
W0116,15:43:03.888803,2000,437,," Lift Fork Action Succeeded !
"
W0116,15:43:09.883749,450,1999,," Lift Fork Action Succeeded !
"
W0116,15:44:09.376322,2000,442,," Lift Fork Action Succeeded !
"
W0116,15:44:15.371109,450,1989,," Lift Fork Action Succeeded !
"
W0116,15:45:11.937368,2000,438,," Lift Fork Action Succeeded !
"
W0116,15:45:17.900295,450,1997,," Lift Fork Action Succeeded !
"
W0116,15:46:17.056295,2000,444,," Lift Fork Action Succeeded !
"
W0116,15:46:23.015869,450,1993,," Lift Fork Action Succeeded !
"
W0116,15:47:19.417965,2000,445,," Lift Fork Action Succeeded !
"
W0116,15:47:25.379608,450,1997,," Lift Fork Action Succeeded !
"
W0116,15:48:24.638813,2000,436,," Lift Fork Action Succeeded !
"
W0116,15:48:30.600252,450,1996,," Lift Fork Action Succeeded !
"
W0116,15:49:27.250054,2000,450,," Lift Fork Action Succeeded !
"
W0116,15:49:33.241582,450,1993,," Lift Fork Action Succeeded !
"
W0116,15:50:32.360299,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:50:38.405908,450,1988,," Lift Fork Action Succeeded !
"
W0116,15:51:34.951283,2000,439,," Lift Fork Action Succeeded !
"
W0116,15:51:40.939698,450,1994,," Lift Fork Action Succeeded !
"
W0116,15:52:39.879528,2000,443," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.55 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,15:55:45.039892,2000,529,," Lift Fork Action Succeeded !
"
W0116,15:55:50.849566,450,1987,," Lift Fork Action Succeeded !
"
W0116,15:56:47.543167,2000,443,," Lift Fork Action Succeeded !
"
W0116,15:56:53.508656,450,1989,," Lift Fork Action Succeeded !
"
W0116,15:57:52.361814,2000,442,," Lift Fork Action Succeeded !
"
W0116,15:57:58.327033,450,1993,," Lift Fork Action Succeeded !
"
W0116,15:58:54.876387,2000,446,," Lift Fork Action Succeeded !
"
W0116,15:59:00.809517,450,1993,," Lift Fork Action Succeeded !
"
W0116,15:59:59.691062,2000,449,," Lift Fork Action Succeeded !
"
W0116,16:00:05.685056,450,1993,," Lift Fork Action Succeeded !
"
W0116,16:01:02.075650,2000,447,," Lift Fork Action Succeeded !
"
W0116,16:01:08.036006,450,1993,," Lift Fork Action Succeeded !
"
W0116,16:02:07.184660,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:02:13.170583,450,1999,," Lift Fork Action Succeeded !
"
W0116,16:03:10.161994,2000,440,," Lift Fork Action Succeeded !
"
W0116,16:03:16.120589,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:04:14.897379,2000,452,," Lift Fork Action Succeeded !
"
W0116,16:04:20.855595,450,1992,," Lift Fork Action Succeeded !
"
W0116,16:05:17.219256,2000,443,," Lift Fork Action Succeeded !
"
W0116,16:05:23.214771,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:06:22.177179,2000,450,," Lift Fork Action Succeeded !
"
W0116,16:06:28.108937,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:07:24.856246,2000,437,," Lift Fork Action Succeeded !
"
W0116,16:07:30.885412,450,1991,," Lift Fork Action Succeeded !
"
W0116,16:08:29.954545,2000,441,," Lift Fork Action Succeeded !
"
W0116,16:08:35.944643,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:09:32.186391,2000,452,," Lift Fork Action Succeeded !
"
W0116,16:09:38.150095,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:10:37.030893,2000,441,," Lift Fork Action Succeeded !
"
W0116,16:10:42.994190,450,1996,," Lift Fork Action Succeeded !
"
W0116,16:11:39.865775,2000,435,," Lift Fork Action Succeeded !
"
W0116,16:11:45.854390,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:12:45.101469,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:12:51.065498,450,1996,," Lift Fork Action Succeeded !
"
W0116,16:13:47.639410,2000,441,," Lift Fork Action Succeeded !
"
W0116,16:13:53.626448,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:14:52.894862,2000,444,," Lift Fork Action Succeeded !
"
W0116,16:14:58.852233,450,1996,," Lift Fork Action Succeeded !
"
W0116,16:15:55.178503,2000,442," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1985.41 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,16:17:51.149602,2000,515,," Lift Fork Action Succeeded !
"
W0116,16:17:56.927587,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:18:53.285926,2000,447,," Lift Fork Action Succeeded !
"
W0116,16:18:59.275635,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:19:58.411876,2000,446,," Lift Fork Action Succeeded !
"
W0116,16:20:04.397643,450,1989,," Lift Fork Action Succeeded !
"
W0116,16:21:01.266139,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:21:07.226742,450,2000,," Lift Fork Action Succeeded !
"
W0116,16:22:06.265971,2000,449,," Lift Fork Action Succeeded !
"
W0116,16:22:12.195993,450,1998," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 433.858 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,16:23:28.369293,2000,432,," Lift Fork Action Succeeded !
"
W0116,16:23:34.387403,450,1990,," Lift Fork Action Succeeded !
"
W0116,16:24:30.912003,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:24:36.898566,450,1992,," Lift Fork Action Succeeded !
"
W0116,16:25:35.971676,2000,437,," Lift Fork Action Succeeded !
"
W0116,16:25:41.958658,450,2002,," Lift Fork Action Succeeded !
"
W0116,16:26:38.958490,2000,440,," Lift Fork Action Succeeded !
"
W0116,16:26:44.974476,450,1995,," Lift Fork Action Succeeded !
"
W0116,16:27:44.016124,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:27:50.065841,450,1987,," Lift Fork Action Succeeded !
"
W0116,16:28:47.066569,2000,435,," Lift Fork Action Succeeded !
"
W0116,16:28:53.114593,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:29:52.157235,2000,445,," Lift Fork Action Succeeded !
"
W0116,16:29:58.189613,450,1991,," Lift Fork Action Succeeded !
"
W0116,16:30:54.650792,2000,453,," Lift Fork Action Succeeded !
"
W0116,16:31:00.671995,450,1991,," Lift Fork Action Succeeded !
"
W0116,16:32:00.159860,2000,436,," Lift Fork Action Succeeded !
"
W0116,16:32:06.241354,450,1988,," Lift Fork Action Succeeded !
"
W0116,16:33:02.946046,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:33:08.934674,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:34:07.887913,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:34:13.939024,450,1991,," Lift Fork Action Succeeded !
"
W0116,16:35:10.436338,2000,443,," Lift Fork Action Succeeded !
"
W0116,16:35:16.432865,450,1995,," Lift Fork Action Succeeded !
"
W0116,16:36:15.406175,2000,438,," Lift Fork Action Succeeded !
"
W0116,16:36:21.429817,450,1989,," Lift Fork Action Succeeded !
"
W0116,16:37:18.082517,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:37:24.072156,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:38:23.277257,2000,439,," Lift Fork Action Succeeded !
"
W0116,16:38:29.266306,450,1994,," Lift Fork Action Succeeded !
"
W0116,16:39:25.914597,2000,447,," Lift Fork Action Succeeded !
"
W0116,16:39:31.876742,450,1999,," Lift Fork Action Succeeded !
"
W0116,16:40:30.853646,2000,447,," Lift Fork Action Succeeded !
"
W0116,16:40:36.876245,450,1993,," Lift Fork Action Succeeded !
"
W0116,16:41:33.454519,2000,445," WAGO Heartbeat Stopped , Please check if the connection cable is loose
"," Lift Fork Action Succeeded !
"
W0116,16:41:39.469714,450,1995,," Lift Fork Action Succeeded !
"
W0116,16:42:38.640523,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:42:44.627689,450,1996," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 434.806 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0116,16:43:50.935243,2000,433,," Lift Fork Action Succeeded !
"
W0116,16:43:56.955154,450,1996,," Lift Fork Action Succeeded !
"
W0116,16:44:53.286413,2000,447,," Lift Fork Action Succeeded !
"
W0116,16:44:59.275318,450,1999,," Lift Fork Action Succeeded !
"
W0116,16:45:58.567395,2000,436,," Lift Fork Action Succeeded !
"
W0116,16:46:04.682152,450,1986,," Lift Fork Action Succeeded !
"
W0116,16:47:01.136106,2000,440,," Lift Fork Action Succeeded !
"
W0116,16:47:07.153776,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:48:06.193476,2000,440,," Lift Fork Action Succeeded !
"
W0116,16:48:12.244316,450,1992,," Lift Fork Action Succeeded !
"
W0116,16:49:09.030967,2000,436,," Lift Fork Action Succeeded !
"
W0116,16:49:15.049923,450,1997,," Lift Fork Action Succeeded !
"
W0116,16:50:14.245333,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:50:20.269729,450,1995,," Lift Fork Action Succeeded !
"
W0116,16:51:16.453249,2000,446,," Lift Fork Action Succeeded !
"
W0116,16:51:22.472400,450,2001,," Lift Fork Action Succeeded !
"
W0116,16:52:21.474373,2000,441,," Lift Fork Action Succeeded !
"
W0116,16:52:27.520594,450,1991,," Lift Fork Action Succeeded !
"
W0116,16:53:24.402048,2000,435,," Lift Fork Action Succeeded !
"
W0116,16:53:30.428071,450,1995,," Lift Fork Action Succeeded !
"
W0116,16:54:29.657191,2000,442,," Lift Fork Action Succeeded !
"
W0116,16:54:35.707335,450,1995,," Lift Fork Action Succeeded !
"
W0117,08:40:08.766916,2000,638,," Lift Fork Action Succeeded !
"
W0117,08:40:14.090122,450,2013," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 434.467 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0117,08:41:33.101919,2000,434,," Lift Fork Action Succeeded !
"
W0117,08:41:38.430861,450,2009," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 435.314 mm. Goal : 450 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0117,08:42:47.179850,2000,435,," Lift Fork Action Succeeded !
"
W0117,08:42:52.565913,450,2008,," Lift Fork Action Succeeded !
"
W0117,08:43:50.381587,2000,437,," Lift Fork Action Succeeded !
"
W0117,08:43:55.945467,450,2008,," Lift Fork Action Succeeded !
"
W0117,08:44:55.879174,2000,443,," Lift Fork Action Succeeded !
"
W0117,08:45:01.506156,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:45:59.342705,2000,448,," Lift Fork Action Succeeded !
"
W0117,08:46:04.703557,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:47:04.287854,2000,443,," Lift Fork Action Succeeded !
"
W0117,08:47:09.618732,450,2008,," Lift Fork Action Succeeded !
"
W0117,08:48:06.652101,2000,439,," Lift Fork Action Succeeded !
"
W0117,08:48:12.038816,450,2008,," Lift Fork Action Succeeded !
"
W0117,08:49:11.895397,2000,439,," Lift Fork Action Succeeded !
"
W0117,08:49:17.526297,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:50:14.705353,2000,443,," Lift Fork Action Succeeded !
"
W0117,08:50:20.065910,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:51:20.005345,2000,454,," Lift Fork Action Succeeded !
"
W0117,08:51:25.695160,450,2012,," Lift Fork Action Succeeded !
"
W0117,08:52:23.439411,2000,453,," Lift Fork Action Succeeded !
"
W0117,08:52:29.040151,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:53:28.698113,2000,455,," Lift Fork Action Succeeded !
"
W0117,08:53:34.023909,450,2002,," Lift Fork Action Succeeded !
"
W0117,08:54:30.907814,2000,446,," Lift Fork Action Succeeded !
"
W0117,08:54:36.325186,450,2007," WAGO Heartbeat Stopped , Please check if the connection cable is loose
"," Lift Fork Action Succeeded !
"
W0117,08:55:36.450695,2000,452,," Lift Fork Action Succeeded !
"
W0117,08:55:42.063004,450,2009,," Lift Fork Action Succeeded !
"
W0117,08:56:39.066871,2000,445,," Lift Fork Action Succeeded !
"
W0117,08:56:44.427378,450,2001,," Lift Fork Action Succeeded !
"
W0117,08:57:43.798017,2000,457,," Lift Fork Action Succeeded !
"
W0117,08:57:49.157276,450,2003,," Lift Fork Action Succeeded !
"
W0117,08:58:46.074072,2000,453,," Lift Fork Action Succeeded !
"
W0117,08:58:51.464720,450,2002,," Lift Fork Action Succeeded !
"
W0117,08:59:51.165668,2000,448,," Lift Fork Action Succeeded !
"
W0117,08:59:56.558507,450,2007,," Lift Fork Action Succeeded !
"
W0117,09:00:53.399998,2000,450,," Lift Fork Action Succeeded !
"
W0117,09:00:58.824317,450,2010,," Lift Fork Action Succeeded !
"
W0117,09:01:58.103950,2000,443,," Lift Fork Action Succeeded !
"
W0117,09:02:03.496483,450,2003,," Lift Fork Action Succeeded !
"
W0117,09:03:00.322923,2000,442,," Lift Fork Action Succeeded !
"
W0117,09:03:05.980131,450,2009,," Lift Fork Action Succeeded !
"
W0117,09:04:05.567018,2000,439,," Lift Fork Action Succeeded !
"
W0117,09:04:11.046792,450,2009,," Lift Fork Action Succeeded !
"
W0117,09:05:07.932554,2000,441,," Lift Fork Action Succeeded !
"
W0117,09:05:13.420631,450,2008,," Lift Fork Action Succeeded !
"
W0117,09:06:12.463858,2000,446,," Lift Fork Action Succeeded !
"
W0117,09:06:17.883168,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:07:14.550782,2000,441,," Lift Fork Action Succeeded !
"
W0117,09:07:19.999689,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:08:19.423312,2000,451,," Lift Fork Action Succeeded !
"
W0117,09:08:24.869127,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:09:21.472015,2000,449,," Lift Fork Action Succeeded !
"
W0117,09:09:26.935042,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:10:26.794781,2000,453,," Lift Fork Action Succeeded !
"
W0117,09:10:32.301887,450,2009,," Lift Fork Action Succeeded !
"
W0117,09:11:28.989373,2000,449,," Lift Fork Action Succeeded !
"
W0117,09:11:34.514746,450,2008,," Lift Fork Action Succeeded !
"
W0117,09:12:33.720326,2000,447,," Lift Fork Action Succeeded !
"
W0117,09:12:39.226049,450,2007,," Lift Fork Action Succeeded !
"
W0117,09:13:35.928711,2000,446,," Lift Fork Action Succeeded !
"
W0117,09:13:41.647197,450,2009,," Lift Fork Action Succeeded !
"
W0117,09:14:41.146624,2000,450,," Lift Fork Action Succeeded !
"
W0117,09:14:46.622784,450,2007,," Lift Fork Action Succeeded !
"
W0117,09:15:43.406206,2000,458,," Lift Fork Action Succeeded !
"
W0117,09:15:48.882733,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:16:48.385424,2000,450,," Lift Fork Action Succeeded !
"
W0117,09:16:53.890172,450,2007,," Lift Fork Action Succeeded !
"
W0117,09:17:50.831524,2000,459,," Lift Fork Action Succeeded !
"
W0117,09:17:56.281904,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:18:55.646770,2000,458,," Lift Fork Action Succeeded !
"
W0117,09:19:01.128830,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:19:58.380424,2000,447,," Lift Fork Action Succeeded !
"
W0117,09:20:03.914424,450,2006,," Lift Fork Action Succeeded !
"
W0117,09:21:03.213558,2000,450,," Lift Fork Action Succeeded !
"
W0117,09:21:08.722085,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:22:05.284161,2000,454,," Lift Fork Action Succeeded !
"
W0117,09:22:10.825203,450,2006,," Lift Fork Action Succeeded !
"
W0117,09:23:10.312857,2000,444,," Lift Fork Action Succeeded !
"
W0117,09:23:15.850114,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:24:12.542690,2000,448,," Lift Fork Action Succeeded !
"
W0117,09:24:18.086625,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:25:17.312106,2000,442,," Lift Fork Action Succeeded !
"
W0117,09:25:22.876713,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:26:19.564153,2000,445,," Lift Fork Action Succeeded !
"
W0117,09:26:25.129866,450,1997,," Lift Fork Action Succeeded !
"
W0117,09:27:24.252821,2000,440,," Lift Fork Action Succeeded !
"
W0117,09:27:29.818387,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:28:26.608928,2000,455,," Lift Fork Action Succeeded !
"
W0117,09:28:32.152310,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:29:31.578722,2000,453,," Lift Fork Action Succeeded !
"
W0117,09:29:37.146871,450,2004,," Lift Fork Action Succeeded !
"
W0117,09:30:33.660379,2000,449,," Lift Fork Action Succeeded !
"
W0117,09:30:39.231590,450,2006,," Lift Fork Action Succeeded !
"
W0117,09:31:38.522255,2000,453,," Lift Fork Action Succeeded !
"
W0117,09:31:44.063868,450,1998,," Lift Fork Action Succeeded !
"
W0117,09:32:40.798861,2000,447,," Lift Fork Action Succeeded !
"
W0117,09:32:46.370648,450,2004,," Lift Fork Action Succeeded !
"
W0117,09:33:45.590832,2000,445,," Lift Fork Action Succeeded !
"
W0117,09:33:51.216264,450,2008,," Lift Fork Action Succeeded !
"
W0117,09:34:47.949406,2000,454,," Lift Fork Action Succeeded !
"
W0117,09:34:53.516736,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:35:52.593990,2000,444,," Lift Fork Action Succeeded !
"
W0117,09:35:58.224951,450,2007,," Lift Fork Action Succeeded !
"
W0117,09:36:54.815182,2000,450,," Lift Fork Action Succeeded !
"
W0117,09:37:00.413306,450,2004,," Lift Fork Action Succeeded !
"
W0117,09:37:59.763902,2000,447,," Lift Fork Action Succeeded !
"
W0117,09:38:05.366716,450,2003,," Lift Fork Action Succeeded !
"
W0117,09:39:02.241524,2000,445,," Lift Fork Action Succeeded !
"
W0117,09:39:07.903574,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:40:06.595717,2000,451,," Lift Fork Action Succeeded !
"
W0117,09:40:12.197270,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:41:08.839046,2000,442,," Lift Fork Action Succeeded !
"
W0117,09:41:14.466126,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:42:13.749691,2000,453,," Lift Fork Action Succeeded !
"
W0117,09:42:19.348302,450,2005,," Lift Fork Action Succeeded !
"
W0117,09:43:16.269102,2000,441,," Lift Fork Action Succeeded !
"
W0117,09:43:21.899176,450,2001,," Lift Fork Action Succeeded !
"
W0117,09:44:21.374842,2000,445,," Lift Fork Action Succeeded !
"
W0117,09:44:27.031450,450,2003,," Lift Fork Action Succeeded !
"
W0117,09:45:23.616961,2000,448,," Lift Fork Action Succeeded !
"
W0117,09:45:29.249891,450,2003,," Lift Fork Action Succeeded !
"
W0117,09:46:28.224560,2000,448,," Lift Fork Action Succeeded !
"
W0117,09:46:33.857992,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:47:30.169317,2000,440,," Lift Fork Action Succeeded !
"
W0117,09:47:35.832826,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:48:35.089216,2000,448,," Lift Fork Action Succeeded !
"
W0117,09:48:40.746752,450,2002,," Lift Fork Action Succeeded !
"
W0117,09:49:37.482225,2000,447,," Lift Fork Action Succeeded !
"
W0117,09:49:43.172272,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:50:42.333916,2000,441,," Lift Fork Action Succeeded !
"
W0117,09:50:47.998126,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:51:44.791199,2000,452,," Lift Fork Action Succeeded !
"
W0117,09:51:50.421367,450,1997,," Lift Fork Action Succeeded !
"
W0117,09:52:49.722637,2000,442,," Lift Fork Action Succeeded !
"
W0117,09:52:55.379659,450,2000,," Lift Fork Action Succeeded !
"
W0117,09:53:51.900753,2000,446,," Lift Fork Action Succeeded !
"
W0117,09:53:57.590406,450,2001,," Lift Fork Action Succeeded !
"
W0117,09:54:56.733589,2000,444,," Lift Fork Action Succeeded !
"
W0117,09:55:02.427392,450,2003,," Lift Fork Action Succeeded !
"
W0117,09:55:59.056869,2000,438,," Lift Fork Action Succeeded !
"
W0117,09:56:04.749789,450,1997,," Lift Fork Action Succeeded !
"
W0117,09:57:04.004137,2000,438,," Lift Fork Action Succeeded !
"
W0117,09:57:09.695340,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:58:06.376825,2000,451,," Lift Fork Action Succeeded !
"
W0117,09:58:12.062335,450,1999,," Lift Fork Action Succeeded !
"
W0117,09:59:11.399276,2000,444,," Lift Fork Action Succeeded !
"
W0117,09:59:17.085462,450,1999,," Lift Fork Action Succeeded !
"
W0117,10:00:13.399744,2000,448,," Lift Fork Action Succeeded !
"
W0117,10:00:19.097460,450,2001,," Lift Fork Action Succeeded !
"
W0117,10:01:18.406214,2000,443,," Lift Fork Action Succeeded !
"
W0117,10:01:24.128533,450,1996,," Lift Fork Action Succeeded !
"
W0117,10:02:20.595571,2000,451,," Lift Fork Action Succeeded !
"
W0117,10:02:26.280718,450,2001,," Lift Fork Action Succeeded !
"
W0117,10:03:25.618263,2000,449,," Lift Fork Action Succeeded !
"
W0117,10:03:31.335188,450,1999,," Lift Fork Action Succeeded !
"
W0117,10:04:28.293803,2000,437,," Lift Fork Action Succeeded !
"
W0117,10:04:34.025880,450,1999,," Lift Fork Action Succeeded !
"
W0117,10:05:33.056629,2000,442,," Lift Fork Action Succeeded !
"
W0117,10:05:38.832952,450,1995,," Lift Fork Action Succeeded !
"
W0117,10:06:35.424027,2000,437,," Lift Fork Action Succeeded !
"
W0117,10:06:41.200996,450,1992,," Lift Fork Action Succeeded !
"
W0117,10:07:40.456539,2000,443,," Lift Fork Action Succeeded !
"
W0117,10:07:46.201980,450,2000,," Lift Fork Action Succeeded !
"
W0117,10:08:43.013582,2000,445,," Lift Fork Action Succeeded !
"
W0117,10:08:48.845376,450,1995,," Lift Fork Action Succeeded !
"
W0117,10:09:47.736371,2000,443,," Lift Fork Action Succeeded !
"
W0117,10:09:53.457347,450,2002,," Lift Fork Action Succeeded !
"
W0117,10:10:50.230959,2000,443,," Lift Fork Action Succeeded !
"
W0117,10:10:55.986625,450,2006,," Lift Fork Action Succeeded !
"
W0117,10:11:55.276906,2000,455,," Lift Fork Action Succeeded !
"
W0117,10:12:01.022078,450,2002,," Lift Fork Action Succeeded !
"
W0117,10:12:57.727682,2000,443,," Lift Fork Action Succeeded !
"
W0117,10:13:03.504047,450,2000,," Lift Fork Action Succeeded !
"
W0117,10:14:02.996822,2000,452,," Lift Fork Action Succeeded !
"
W0117,10:14:08.712092,450,2004,," Lift Fork Action Succeeded !
"
W0117,10:15:05.217231,2000,448,," Lift Fork Action Succeeded !
"
W0117,10:15:10.967895,450,1997,," Lift Fork Action Succeeded !
"
W0117,10:16:09.936028,2000,450,," Lift Fork Action Succeeded !
"
W0117,10:16:15.686234,450,1991,," Lift Fork Action Succeeded !
"
W0117,10:17:12.067669,2000,454,," Lift Fork Action Succeeded !
"
W0117,10:17:17.785392,450,1996,," Lift Fork Action Succeeded !
"
W0117,10:18:17.256444,2000,446,," Lift Fork Action Succeeded !
"
W0117,10:18:23.038669,450,1999,," Lift Fork Action Succeeded !
"
W0117,10:19:19.622402,2000,450,," Lift Fork Action Succeeded !
"
W0117,10:19:25.401672,450,1994,," Lift Fork Action Succeeded !
"
W0117,10:20:24.493412,2000,455,," Lift Fork Action Succeeded !
"
W0117,10:20:30.269119,450,1991,," Lift Fork Action Succeeded !
"
W0117,10:21:27.052610,2000,449,," Lift Fork Action Succeeded !
"
W0117,10:21:32.833777,450,1996,," Lift Fork Action Succeeded !
"
W0117,10:22:31.990218,2000,449,," Lift Fork Action Succeeded !
"
W0117,10:22:37.765479,450,1993,," Lift Fork Action Succeeded !
"
W0117,10:23:34.439810,2000,456,," Lift Fork Action Succeeded !
"
W0117,10:23:40.218734,450,1991,," Lift Fork Action Succeeded !
"
W0117,10:24:39.064994,2000,449,," Lift Fork Action Succeeded !
"
W0117,10:24:44.818363,450,1998,," Lift Fork Action Succeeded !
"
W0117,10:25:41.455578,2000,445,," Lift Fork Action Succeeded !
"
W0117,10:25:47.262372,450,1996,," Lift Fork Action Succeeded !
"
W0117,10:30:57.765558,2000,447,," Lift Fork Action Succeeded !
"
