date,time,Lift Fork Goal(mm),Current Height(mm),other info,action end state
W0120,11:04:41.794328,2000,444,," Lift Fork Action Succeeded !
"
W0120,11:04:47.480288,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:05:43.943686,2000,441,," Lift Fork Action Succeeded !
"
W0120,11:05:49.636626,450,2000,," Lift Fork Action Succeeded !
"
W0120,11:06:48.922398,2000,440,," Lift Fork Action Succeeded !
"
W0120,11:06:54.643081,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:07:51.407652,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:07:57.098127,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:08:55.996505,2000,447,," Lift Fork Action Succeeded !
"
W0120,11:09:01.714673,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:09:57.907176,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:10:03.597429,450,2000,," Lift Fork Action Succeeded !
"
W0120,11:11:02.533303,2000,440,," Lift Fork Action Succeeded !
"
W0120,11:11:08.257766,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:12:04.591151,2000,443,," Lift Fork Action Succeeded !
"
W0120,11:12:10.310750,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:13:09.415974,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:13:15.101292,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:14:11.912462,2000,438,," Lift Fork Action Succeeded !
"
W0120,11:14:17.634361,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:18:47.488258,2000,442,," Lift Fork Action Succeeded !
"
W0120,11:18:53.207103,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:19:50.023280,2000,448,," Lift Fork Action Succeeded !
"
W0120,11:19:55.830417,450,1992,," Lift Fork Action Succeeded !
"
W0120,11:20:54.596379,2000,450,," Lift Fork Action Succeeded !
"
W0120,11:21:00.283298,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:21:56.829664,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:22:02.549273,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:23:01.493528,2000,444,," Lift Fork Action Succeeded !
"
W0120,11:23:07.271441,450,1991,," Lift Fork Action Succeeded !
"
W0120,11:24:03.957036,2000,438,," Lift Fork Action Succeeded !
"
W0120,11:24:09.739879,450,1994,," Lift Fork Action Succeeded !
"
W0120,11:25:09.224673,2000,448,," Lift Fork Action Succeeded !
"
W0120,11:25:14.945338,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:26:11.460512,2000,441,," Lift Fork Action Succeeded !
"
W0120,11:26:17.212347,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:27:16.498600,2000,436,," Lift Fork Action Succeeded !
"
W0120,11:27:22.283227,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:28:18.805209,2000,440,," Lift Fork Action Succeeded !
"
W0120,11:28:24.553819,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:29:23.708781,2000,446,," Lift Fork Action Succeeded !
"
W0120,11:29:29.492319,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:30:26.170276,2000,451,," Lift Fork Action Succeeded !
"
W0120,11:30:31.954588,450,1993,," Lift Fork Action Succeeded !
"
W0120,11:31:30.793709,2000,440,," Lift Fork Action Succeeded !
"
W0120,11:31:36.578217,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:32:32.812422,2000,444,," Lift Fork Action Succeeded !
"
W0120,11:32:38.559188,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:33:37.813050,2000,443,," Lift Fork Action Succeeded !
"
W0120,11:33:43.559223,450,2000,," Lift Fork Action Succeeded !
"
W0120,11:34:40.066736,2000,438,," Lift Fork Action Succeeded !
"
W0120,11:34:45.880757,450,1993,," Lift Fork Action Succeeded !
"
W0120,11:35:44.818195,2000,449,," Lift Fork Action Succeeded !
"
W0120,11:35:50.570961,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:36:47.291857,2000,441,," Lift Fork Action Succeeded !
"
W0120,11:36:53.103271,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:37:51.887187,2000,441,," Lift Fork Action Succeeded !
"
W0120,11:37:57.663604,450,1997,," Lift Fork Action Succeeded !
"
W0120,11:38:53.964018,2000,448,," Lift Fork Action Succeeded !
"
W0120,11:38:59.747437,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:39:58.736692,2000,446,," Lift Fork Action Succeeded !
"
W0120,11:40:04.549037,450,1995,," Lift Fork Action Succeeded !
"
W0120,11:41:01.260377,2000,449,," Lift Fork Action Succeeded !
"
W0120,11:41:07.068463,450,1997,," Lift Fork Action Succeeded !
"
W0120,11:42:06.012836,2000,449,," Lift Fork Action Succeeded !
"
W0120,11:42:11.818056,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:43:07.967590,2000,451,," Lift Fork Action Succeeded !
"
W0120,11:43:13.747092,450,1997,," Lift Fork Action Succeeded !
"
W0120,11:44:12.626266,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:44:18.435145,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:45:14.783291,2000,451,," Lift Fork Action Succeeded !
"
W0120,11:45:20.535588,450,2000,," Lift Fork Action Succeeded !
"
W0120,11:46:19.421547,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:46:25.235100,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:47:21.687479,2000,452,," Lift Fork Action Succeeded !
"
W0120,11:47:27.501487,450,2001,," Lift Fork Action Succeeded !
"
W0120,11:48:26.407543,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:48:32.246894,450,1995,," Lift Fork Action Succeeded !
"
W0120,11:49:28.599202,2000,439,," Lift Fork Action Succeeded !
"
W0120,11:49:34.441709,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:50:33.698377,2000,444,," Lift Fork Action Succeeded !
"
W0120,11:50:39.536839,450,2002,," Lift Fork Action Succeeded !
"
W0120,11:51:35.859723,2000,451,," Lift Fork Action Succeeded !
"
W0120,11:51:41.669394,450,1998,," Lift Fork Action Succeeded !
"
W0120,11:52:41.050733,2000,445,," Lift Fork Action Succeeded !
"
W0120,11:52:46.924033,450,1990,," Lift Fork Action Succeeded !
"
W0120,11:53:43.678330,2000,442,," Lift Fork Action Succeeded !
"
W0120,11:53:49.517113,450,1999,," Lift Fork Action Succeeded !
"
W0120,11:54:48.624531,2000,437,," Lift Fork Action Succeeded !
"
W0120,11:54:54.461058,450,2000,," Lift Fork Action Succeeded !
"
W0120,11:55:50.960647,2000,447,," Lift Fork Action Succeeded !
"
W0120,11:55:56.797842,450,1995,," Lift Fork Action Succeeded !
"
W0120,13:31:18.758155,2000,546,," Lift Fork Action Succeeded !
"
W0120,13:31:24.024571,450,2006,," Lift Fork Action Succeeded !
"
W0120,13:32:20.571967,2000,453,," Lift Fork Action Succeeded !
"
W0120,13:32:26.051059,450,2009,," Lift Fork Action Succeeded !
"
W0120,13:33:25.428845,2000,443,," Lift Fork Action Succeeded !
"
W0120,13:33:31.001412,450,2008,," Lift Fork Action Succeeded !
"
W0120,13:34:27.736416,2000,443,," Lift Fork Action Succeeded !
"
W0120,13:34:33.270226,450,2006,," Lift Fork Action Succeeded !
"
W0120,13:35:32.672708,2000,452,," Lift Fork Action Succeeded !
"
W0120,13:35:38.241339,450,2007,," Lift Fork Action Succeeded !
"
W0120,13:36:35.144765,2000,444,," Lift Fork Action Succeeded !
"
W0120,13:36:40.686952,450,2004,," Lift Fork Action Succeeded !
"
W0120,13:37:39.734580,2000,450,," Lift Fork Action Succeeded !
"
W0120,13:37:45.269068,450,2000,," Lift Fork Action Succeeded !
"
W0120,13:38:41.963924,2000,445,," Lift Fork Action Succeeded !
"
W0120,13:38:47.536744,450,2006,," Lift Fork Action Succeeded !
"
W0120,13:39:46.816656,2000,451,," Lift Fork Action Succeeded !
"
W0120,13:39:52.384649,450,1997,," Lift Fork Action Succeeded !
"
W0120,13:40:49.068663,2000,449,," Lift Fork Action Succeeded !
"
W0120,13:40:54.638942,450,2003,," Lift Fork Action Succeeded !
"
W0120,13:41:53.989130,2000,446,," Lift Fork Action Succeeded !
"
W0120,13:41:59.554162,450,2002,," Lift Fork Action Succeeded !
"
W0120,13:42:55.983147,2000,450,," Lift Fork Action Succeeded !
"
W0120,13:43:01.586279,450,1996,," Lift Fork Action Succeeded !
"
W0120,13:44:00.751963,2000,444,," Lift Fork Action Succeeded !
"
W0120,13:44:06.354471,450,1998,," Lift Fork Action Succeeded !
"
W0120,13:45:02.792757,2000,444,," Lift Fork Action Succeeded !
"
W0120,13:45:08.394361,450,2000,," Lift Fork Action Succeeded !
"
W0120,13:46:07.624753,2000,447,," Lift Fork Action Succeeded !
"
W0120,13:46:13.227632,450,2000,," Lift Fork Action Succeeded !
"
W0120,13:47:09.811388,2000,446,," Lift Fork Action Succeeded !
"
W0120,13:47:15.461519,450,1999," WAGO Heartbeat Stopped , Please check if the connection cable is loose
"," Lift Fork Action Succeeded !
"
W0120,13:48:14.851459,2000,442,," Lift Fork Action Succeeded !
"
W0120,13:48:20.507357,450,2001,," Lift Fork Action Succeeded !
"
W0120,13:49:16.888211,2000,446,," Lift Fork Action Succeeded !
"
W0120,13:49:22.518157,450,2005,," Lift Fork Action Succeeded !
"
W0120,13:50:21.788983,2000,450,," Lift Fork Action Succeeded !
"
W0120,13:50:27.413483,450,2000,," Lift Fork Action Succeeded !
"
W0120,13:51:23.859869,2000,452,," Lift Fork Action Succeeded !
"
W0120,13:51:29.490778,450,1997,," Lift Fork Action Succeeded !
"
W0120,13:52:28.915488,2000,437," Lift Sensor Disconnect, sensor_disconnect_count  > 10
 Current : 437.076 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0120,13:53:49.534440,2000,435,," Lift Fork Action Succeeded !
"
W0120,13:53:55.199007,450,2001,," Lift Fork Action Succeeded !
"
W0120,13:54:51.753183,2000,443,," Lift Fork Action Succeeded !
"
W0120,13:54:57.385577,450,2003,," Lift Fork Action Succeeded !
"
W0120,13:55:56.531443,2000,446,," Lift Fork Action Succeeded !
"
W0120,13:56:02.194525,450,1997,," Lift Fork Action Succeeded !
"
W0120,13:56:58.800534,2000,441,," Lift Fork Action Succeeded !
"
W0120,13:57:04.456074,450,2002,," Lift Fork Action Succeeded !
"
W0120,13:58:03.259385,2000,450,," Lift Fork Action Succeeded !
"
W0120,13:58:08.923445,450,2003,," Lift Fork Action Succeeded !
"
W0120,13:59:05.554695,2000,452,," Lift Fork Action Succeeded !
"
W0120,13:59:11.211061,450,2003,," Lift Fork Action Succeeded !
"
W0120,14:00:10.294803,2000,440,," Lift Fork Action Succeeded !
"
W0120,14:00:15.986430,450,2000,," Lift Fork Action Succeeded !
"
W0120,14:01:12.182369,2000,447,," Lift Fork Action Succeeded !
"
W0120,14:01:17.873425,450,2001,," Lift Fork Action Succeeded !
"
W0120,14:02:16.899758,2000,452,," Lift Fork Action Succeeded !
"
W0120,14:02:22.554916,450,2001,," Lift Fork Action Succeeded !
"
W0120,14:03:18.996479,2000,448,," Lift Fork Action Succeeded !
"
W0120,14:03:24.658823,450,2001,," Lift Fork Action Succeeded !
"
W0120,14:04:24.027886,2000,446,," Lift Fork Action Succeeded !
"
W0120,14:04:29.729951,450,2000,," Lift Fork Action Succeeded !
"
W0120,14:05:26.202553,2000,445,," Lift Fork Action Succeeded !
"
W0120,14:05:31.888837,450,1998,," Lift Fork Action Succeeded !
"
W0120,14:06:30.877959,2000,453,," Lift Fork Action Succeeded !
"
W0120,14:06:36.568467,450,2001,," Lift Fork Action Succeeded !
"
W0120,14:07:33.118176,2000,442,," Lift Fork Action Succeeded !
"
W0120,14:07:38.866611,450,2002,," Lift Fork Action Succeeded !
"
W0120,14:08:37.943930,2000,451,," Lift Fork Action Succeeded !
"
W0120,14:08:43.667104,450,2000,," Lift Fork Action Succeeded !
"
W0120,14:09:40.251410,2000,446,," Lift Fork Action Succeeded !
"
W0120,14:09:46.002604,450,2003,," Lift Fork Action Succeeded !
"
W0120,14:10:45.325242,2000,448,," Lift Fork Action Succeeded !
"
W0120,14:10:51.071760,450,2004,," Lift Fork Action Succeeded !
"
W0120,14:11:47.303822,2000,454,," Lift Fork Action Succeeded !
"
W0120,14:11:53.048705,450,1992,," Lift Fork Action Succeeded !
"
W0120,14:12:51.969533,2000,445,," Lift Fork Action Succeeded !
"
W0120,14:12:57.686784,450,1999,," Lift Fork Action Succeeded !
"
W0120,14:13:54.723650,2000,450,," Lift Fork Action Succeeded !
"
W0120,14:14:00.473788,450,1995," AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 a cb 59 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 ea 9d 6b 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 1a 34 c8 
 AgwPDO1 , ID 0x363 , Data : 0 0 9 0 6 90 8a e3 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 2a 50 47 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 f6 bb d9 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 3a af d6 
 AgwPDO1 , ID 0x363 , Data : 0 0 9 0 6 a0 ee 6c 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 46 24 47 
 AgwRx1 , ID 0x373 , Data : 0 0 0 0 0 6 85 11 
 AgwRx3 , ID 0x375 , Data : 0 0 0 0 0 56 db d6 
 AgwPDO1 , ID 0x363 , Data : 0 0 8 0 6 b0 21 c6 
 Preempt! New Lift Fork Goal Received! Stopped Current Job.
 Current : 439.345 mm. Goal : 450 mm. 
"," Lift Fork Action Aborted !
"
W0120,14:18:33.666054,2000,437,," Lift Fork Action Succeeded !
"
W0120,14:18:39.475174,450,1991,," Lift Fork Action Succeeded !
"
W0120,14:19:36.280424,2000,436,," Lift Fork Action Succeeded !
"
W0120,14:19:42.062191,450,2002,," Lift Fork Action Succeeded !
"
W0120,14:20:40.942173,2000,442,," Lift Fork Action Succeeded !
"
W0120,14:20:46.691778,450,2003,," Lift Fork Action Succeeded !
"
W0120,14:21:43.570358,2000,439,," Lift Fork Action Succeeded !
"
W0120,14:21:49.352280,450,1992,," Lift Fork Action Succeeded !
"
W0120,14:22:48.266211,2000,441,," Lift Fork Action Succeeded !
"
W0120,14:22:54.018924,450,1995,," Lift Fork Action Succeeded !
"
W0120,14:23:50.696952,2000,447,," Lift Fork Action Succeeded !
"
W0120,14:23:56.506098,450,1990,," Lift Fork Action Succeeded !
"
W0120,14:24:55.404165,2000,447,," Lift Fork Action Succeeded !
"
W0120,14:25:01.158010,450,2001,," Lift Fork Action Succeeded !
"
W0120,14:25:57.687863,2000,438,," Lift Fork Action Succeeded !
"
W0120,14:26:03.524490,450,1995,," Lift Fork Action Succeeded !
"
W0120,14:27:02.791451,2000,446,," Lift Fork Action Succeeded !
"
W0120,14:27:08.656968,450,1995,," Lift Fork Action Succeeded !
"
W0120,14:28:05.197957,2000,451,," Lift Fork Action Succeeded !
"
W0120,14:28:11.126840,450,1991,," Lift Fork Action Succeeded !
"
W0120,14:29:10.262537,2000,437,," Lift Fork Action Succeeded !
"
W0120,14:29:16.253525,450,1998,," Lift Fork Action Succeeded !
"
W0120,14:30:12.892416,2000,441,," Lift Fork Action Succeeded !
"
W0120,14:30:19.003664,450,1994,," Lift Fork Action Succeeded !
"
W0120,14:31:17.834522,2000,444,," Lift Fork Action Succeeded !
"
W0120,14:31:23.972512,450,1993,," Lift Fork Action Succeeded !
"
W0120,14:32:20.780261,2000,444,," Lift Fork Action Succeeded !
"
W0120,14:32:27.073117,450,1988,," Lift Fork Action Succeeded !
"
W0120,14:33:26.927796,2000,452,," Lift Fork Action Succeeded !
"
W0120,14:33:33.185194,450,1993,," Lift Fork Action Succeeded !
"
W0120,14:34:29.461717,2000,448,," Lift Fork Action Succeeded !
"
W0120,14:34:35.783552,450,1994,," Lift Fork Action Succeeded !
"
W0120,14:35:34.782738,2000,446,," Lift Fork Action Succeeded !
"
W0120,14:35:41.228473,450,1987,," Lift Fork Action Succeeded !
"
W0120,14:36:37.581074,2000,447,," Lift Fork Action Succeeded !
"
W0120,14:36:44.169950,450,1986,," Lift Fork Action Succeeded !
"
W0120,14:37:43.186970,2000,439,," Lift Fork Action Succeeded !
"
W0120,14:37:49.807543,450,1990,," Lift Fork Action Succeeded !
"
W0120,14:38:47.064697,2000,435," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1982.33 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0120,14:46:56.334143,2000,508,," Lift Fork Action Succeeded !
"
W0120,14:47:02.926609,450,1986,," Lift Fork Action Succeeded !
"
W0120,14:47:59.319366,2000,451," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1984.84 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0120,14:50:12.749047,2000,483," Lift Fork Not Working, lift_fork_not_working_count  > 101
 Current : 1982.84 mm. Goal : 2000 mm. Stop Fork. 
"," Lift Fork Action Aborted !
"
W0120,15:00:19.582890,450,459,," Lift Fork Action Succeeded !
"
W0120,15:00:19.613426,450,459,," Lift Fork Action Succeeded !
"
W0120,15:01:10.885751,450,457,," Lift Fork Action Succeeded !
"
W0120,15:01:10.916405,450,457,," Lift Fork Action Succeeded !
"
W0120,15:02:05.328776,450,455,," Lift Fork Action Succeeded !
"
W0120,15:02:05.359467,450,455,," Lift Fork Action Succeeded !
"
W0120,15:02:56.155025,450,453,," Lift Fork Action Succeeded !
"
W0120,15:02:56.185667,450,453,," Lift Fork Action Succeeded !
"
W0120,15:03:50.681784,450,451,," Lift Fork Action Succeeded !
"
W0120,15:03:50.712409,450,451,," Lift Fork Action Succeeded !
"
W0120,15:04:41.604000,450,448,," Lift Fork Action Succeeded !
"
W0120,15:04:41.634599,450,448,," Lift Fork Action Succeeded !
"
W0120,15:05:36.305063,450,447,," Lift Fork Action Succeeded !
"
W0120,15:05:36.335667,450,447,," Lift Fork Action Succeeded !
"
W0120,15:06:27.313810,450,445,," Lift Fork Action Succeeded !
"
W0120,15:06:27.347486,450,445,," Lift Fork Action Succeeded !
"
W0120,15:07:21.955408,450,444,," Lift Fork Action Succeeded !
"
W0120,15:07:21.985997,450,444,," Lift Fork Action Succeeded !
"
W0120,15:08:13.299624,450,442,," Lift Fork Action Succeeded !
"
W0120,15:08:13.330224,450,442,," Lift Fork Action Succeeded !
"
W0120,15:09:07.266855,450,441,," Lift Fork Action Succeeded !
"
W0120,15:09:07.297459,450,441,," Lift Fork Action Succeeded !
"
W0120,15:09:58.266530,450,439,," Lift Fork Action Succeeded !
"
W0120,15:09:58.297048,450,439,," Lift Fork Action Succeeded !
"
W0120,15:10:52.630394,450,437,," Lift Fork Action Succeeded !
"
W0120,15:10:52.660967,450,437,," Lift Fork Action Succeeded !
"
W0120,15:11:43.968914,450,435,," Lift Fork Action Succeeded !
"
W0120,15:11:44.819500,450,444,," Lift Fork Action Succeeded !
"
W0120,15:12:38.344666,450,445,," Lift Fork Action Succeeded !
"
W0120,15:12:38.405778,450,445,," Lift Fork Action Succeeded !
"
W0120,15:13:29.553283,450,444,," Lift Fork Action Succeeded !
"
W0120,15:13:29.583798,450,444,," Lift Fork Action Succeeded !
"
W0120,15:14:23.946717,450,444,," Lift Fork Action Succeeded !
"
W0120,15:14:23.977250,450,444,," Lift Fork Action Succeeded !
"
W0120,15:15:15.092409,450,443,," Lift Fork Action Succeeded !
"
W0120,15:15:15.133221,450,443,," Lift Fork Action Succeeded !
"
W0120,15:16:09.477922,450,442,," Lift Fork Action Succeeded !
"
W0120,15:16:09.538946,450,442,," Lift Fork Action Succeeded !
"
W0120,15:17:00.566726,450,441,," Lift Fork Action Succeeded !
"
W0120,15:17:00.607223,450,441,," Lift Fork Action Succeeded !
"
W0120,15:17:55.075842,450,440,," Lift Fork Action Succeeded !
"
W0120,15:17:55.136911,450,440,," Lift Fork Action Succeeded !
"
W0120,15:18:46.109820,450,438,," Lift Fork Action Succeeded !
"
W0120,15:18:46.170912,450,438,," Lift Fork Action Succeeded !
"
W0120,15:19:40.821980,450,437,," Lift Fork Action Succeeded !
"
W0120,15:19:40.852586,450,437,," Lift Fork Action Succeeded !
"
W0120,15:20:31.658967,450,436,," Lift Fork Action Succeeded !
"
W0120,15:20:32.510838,450,444,," Lift Fork Action Succeeded !
"
W0120,15:21:26.141453,450,445,," Lift Fork Action Succeeded !
"
W0120,15:21:26.172863,450,445,," Lift Fork Action Succeeded !
"
W0120,15:22:16.996560,450,445,," Lift Fork Action Succeeded !
"
W0120,15:22:17.027168,450,445,," Lift Fork Action Succeeded !
"
W0120,15:23:11.254202,450,444,," Lift Fork Action Succeeded !
"
W0120,15:23:11.284776,450,444,," Lift Fork Action Succeeded !
"
W0120,15:24:02.141249,450,444,," Lift Fork Action Succeeded !
"
W0120,15:24:02.171883,450,444,," Lift Fork Action Succeeded !
"
W0120,15:24:56.633687,450,443,," Lift Fork Action Succeeded !
"
W0120,15:24:56.664289,450,443,," Lift Fork Action Succeeded !
"
W0120,15:25:47.503463,450,442,," Lift Fork Action Succeeded !
"
W0120,15:25:47.534035,450,442,," Lift Fork Action Succeeded !
"
W0120,15:26:41.611050,450,441,," Lift Fork Action Succeeded !
"
W0120,15:26:41.672160,450,441,," Lift Fork Action Succeeded !
"
W0120,15:27:32.508862,450,440,," Lift Fork Action Succeeded !
"
W0120,15:27:32.539525,450,440,," Lift Fork Action Succeeded !
"
W0120,15:28:26.941380,450,439,," Lift Fork Action Succeeded !
"
W0120,15:28:26.971935,450,439,," Lift Fork Action Succeeded !
"
W0120,15:29:17.844395,450,438,," Lift Fork Action Succeeded !
"
W0120,15:29:17.905437,450,438,," Lift Fork Action Succeeded !
"
W0120,15:30:12.150925,450,436,," Lift Fork Action Succeeded !
"
W0120,15:30:12.815881,450,437,," Lift Fork Action Succeeded !
"
W0120,15:31:04.056881,450,441,," Lift Fork Action Succeeded !
"
W0120,15:31:04.087395,450,441,," Lift Fork Action Succeeded !
"
W0120,15:31:58.302400,450,441,," Lift Fork Action Succeeded !
"
W0120,15:31:58.332947,450,441,," Lift Fork Action Succeeded !
"
W0120,15:32:48.927979,450,440,," Lift Fork Action Succeeded !
"
W0120,15:32:48.958621,450,440,," Lift Fork Action Succeeded !
"
W0120,15:33:43.284456,450,440,," Lift Fork Action Succeeded !
"
W0120,15:33:43.315011,450,440,," Lift Fork Action Succeeded !
"
W0120,15:34:34.080314,450,440,," Lift Fork Action Succeeded !
"
W0120,15:34:34.111022,450,439,," Lift Fork Action Succeeded !
"
W0120,15:35:28.433511,450,439,," Lift Fork Action Succeeded !
"
W0120,15:35:28.464196,450,439,," Lift Fork Action Succeeded !
"
W0120,15:36:19.523522,450,438,," Lift Fork Action Succeeded !
"
W0120,15:36:19.554078,450,438,," Lift Fork Action Succeeded !
"
W0120,15:37:13.949759,450,437,," Lift Fork Action Succeeded !
"
W0120,15:37:13.980499,450,437,," Lift Fork Action Succeeded !
"
W0120,15:38:04.722888,450,436,," Lift Fork Action Succeeded !
"
W0120,15:38:05.454708,450,438,," Lift Fork Action Succeeded !
"
W0120,15:38:58.924408,450,443,," Lift Fork Action Succeeded !
"
W0120,15:38:58.955099,450,443,," Lift Fork Action Succeeded !
"
W0120,15:39:49.859346,450,443,," Lift Fork Action Succeeded !
"
W0120,15:39:49.890009,450,443,," Lift Fork Action Succeeded !
"
W0120,15:40:44.262624,450,443,," Lift Fork Action Succeeded !
"
W0120,15:40:44.293253,450,442,," Lift Fork Action Succeeded !
"
W0120,15:41:35.403345,450,442,," Lift Fork Action Succeeded !
"
W0120,15:41:35.434036,450,442,," Lift Fork Action Succeeded !
"
W0120,15:42:29.963845,450,442,," Lift Fork Action Succeeded !
"
W0120,15:42:29.994525,450,442,," Lift Fork Action Succeeded !
"
W0120,15:43:20.708868,450,441,," Lift Fork Action Succeeded !
"
W0120,15:43:20.739436,450,441,," Lift Fork Action Succeeded !
"
W0120,15:44:14.903908,450,440,," Lift Fork Action Succeeded !
"
W0120,15:44:14.934463,450,440,," Lift Fork Action Succeeded !
"
W0120,15:45:05.694078,450,440,," Lift Fork Action Succeeded !
"
W0120,15:45:05.724745,450,440,," Lift Fork Action Succeeded !
"
W0120,15:45:59.962296,450,439,," Lift Fork Action Succeeded !
"
W0120,15:45:59.992996,450,439,," Lift Fork Action Succeeded !
"
W0120,15:46:50.785320,450,438,," Lift Fork Action Succeeded !
"
W0120,15:46:50.815905,450,438,," Lift Fork Action Succeeded !
"
W0120,15:47:45.300717,450,437,," Lift Fork Action Succeeded !
"
W0120,15:47:45.331262,450,437,," Lift Fork Action Succeeded !
"
W0120,15:48:36.394785,450,436,," Lift Fork Action Succeeded !
"
W0120,15:48:37.177337,450,440,," Lift Fork Action Succeeded !
"
W0120,15:49:30.789177,450,446,," Lift Fork Action Succeeded !
"
W0120,15:49:30.819788,450,446,," Lift Fork Action Succeeded !
"
W0120,15:50:21.639709,450,445,," Lift Fork Action Succeeded !
"
W0120,15:50:21.670192,450,445,," Lift Fork Action Succeeded !
"
W0120,15:51:15.984845,450,445,," Lift Fork Action Succeeded !
"
W0120,15:51:16.015471,450,445,," Lift Fork Action Succeeded !
"
W0120,15:52:06.976421,450,445,," Lift Fork Action Succeeded !
"
W0120,15:52:07.037354,450,445,," Lift Fork Action Succeeded !
"
W0120,15:53:01.481124,450,444,," Lift Fork Action Succeeded !
"
W0120,15:53:01.511883,450,444,," Lift Fork Action Succeeded !
"
W0120,15:53:52.831115,450,444,," Lift Fork Action Succeeded !
"
W0120,15:53:52.861634,450,444,," Lift Fork Action Succeeded !
"
W0120,15:54:46.996690,450,443,," Lift Fork Action Succeeded !
"
W0120,15:54:47.037541,450,443,," Lift Fork Action Succeeded !
"
W0120,15:55:37.590906,450,442,," Lift Fork Action Succeeded !
"
W0120,15:55:37.621484,450,442,," Lift Fork Action Succeeded !
"
W0120,15:56:31.825687,450,442,," Lift Fork Action Succeeded !
"
W0120,15:56:31.856248,450,442,," Lift Fork Action Succeeded !
"
W0120,15:57:22.516839,450,441,," Lift Fork Action Succeeded !
"
W0120,15:57:22.547405,450,441,," Lift Fork Action Succeeded !
"
W0120,15:58:16.721457,450,440,," Lift Fork Action Succeeded !
"
W0120,15:58:16.752110,450,440,," Lift Fork Action Succeeded !
"
W0120,15:59:07.394317,450,440,," Lift Fork Action Succeeded !
"
W0120,15:59:07.424968,450,440,," Lift Fork Action Succeeded !
"
W0120,16:00:02.071306,450,439,," Lift Fork Action Succeeded !
"
W0120,16:00:02.101843,450,439,," Lift Fork Action Succeeded !
"
W0120,16:00:52.776515,450,438,," Lift Fork Action Succeeded !
"
W0120,16:00:52.837690,450,438,," Lift Fork Action Succeeded !
"
W0120,16:01:46.895916,450,437,," Lift Fork Action Succeeded !
"
W0120,16:01:46.926683,450,437,," Lift Fork Action Succeeded !
"
W0120,16:02:37.996856,450,436,," Lift Fork Action Succeeded !
"
W0120,16:02:38.759374,450,439,," Lift Fork Action Succeeded !
"
W0120,16:03:32.504715,450,445,," Lift Fork Action Succeeded !
"
W0120,16:03:32.535317,450,445,," Lift Fork Action Succeeded !
"
W0120,16:04:23.398707,450,445,," Lift Fork Action Succeeded !
"
W0120,16:04:23.429383,450,445,," Lift Fork Action Succeeded !
"
W0120,16:05:17.936597,450,445,," Lift Fork Action Succeeded !
"
W0120,16:05:17.967324,450,445,," Lift Fork Action Succeeded !
"
W0120,16:06:08.878353,450,444,," Lift Fork Action Succeeded !
"
W0120,16:06:08.940213,450,444,," Lift Fork Action Succeeded !
"
W0120,16:07:03.044402,450,444,," Lift Fork Action Succeeded !
"
W0120,16:07:03.105484,450,444,," Lift Fork Action Succeeded !
"
